input,target,gpt_prediction,mixed_model_prediction,gpt_smooth_bleu_score,mixed_model_smooth_bleu_score,,,,,,,,,,
"summarize: def crop(img, i, j, h, w):
    """"""
    """"""
    if not _is_pil_image(img):
        raise TypeError('img should be PIL Image. Got {}'.format(type(img)))

    return img.crop((j, i, j + w, i + h))",Crop the given PIL Image.,Crop the crop of the given image.,Convert a SimCrop object to an Image.,54.18739058,29.78796602,41.9876783,,,,,,,,,
"summarize: def send_genes(self, gene_list, url):
        """""" """"""
        payload = {
          'list': (None, gene_list),
          'description': (None, self.descriptions)
           }
        # response
        response = requests.post(url, files=payload)
        if not response.ok:
            raise Exception('Error analyzing gene list')
        sleep(1)
        job_id = json.loads(response.text)

        return job_id",send gene list to enrichr server,Sends the genes to the gene list,Generate a Gene list of genes,44.22020522,39.7512345,41.98571986,,,,,,,,,
"summarize: def check_type(self, value, attr, data):
        """"""
        """"""
        for field in self.choices:
            if isinstance(field, ModelTypeValidator):
                try:
                    return field.check_type(value, attr, data)
                except ValidationError:
                    pass

        raise self._not_expected_type(
            value, [field.__class__ for field in self.choices],
            fields=[self], field_names=attr, data=data)",Check if at least one of the possible choices validates the value.,Checks that the value of the field is a valid value of the field.,Check that the value is an instance of this type.,47.47457091,36.43820743,41.95638917,,,,,,,,,
"summarize: def every_other(iterable):
	""""""
	
	""""""
	items = iter(iterable)
	while True:
		try:
			yield next(items)
			next(items)
		except StopIteration:
			return",Yield every other item from the iterable,yield next(iterable) Every other iteration to a list of iterations.,True return True Get the every other iterable of the iterable,38.18871238,45.63884454,41.91377846,,,,,,,,,
"summarize: def list_subscriptions(self, user_token):
        """"""
        
        """"""
        response = _request('GET',
            url=self.url_v1('/user/subscriptions'),
            user_agent=self.user_agent,
            user_token=user_token,
        )
        _raise_for_status(response)

        return response.json()['topics']",Get the list of the topics which a user is subscribed to.,Returns a list of list of subscriptions of the user to an appropriate to the user.,Return a list of subscriptions in the given user.,40.70561887,43.06320468,41.88441178,,,,,,,,,
"summarize: def _get_related_attributes(r_rgo, r_rto):
    '''
    
    '''
    l1 = list()
    l2 = list()
    
    ref_filter = lambda ref: ref.OIR_ID == r_rgo.OIR_ID
    for o_ref in many(r_rto).O_RTIDA[110].O_REF[111](ref_filter):
        o_attr = one(o_ref).O_RATTR[108].O_ATTR[106]()
        l1.append(o_attr.Name)
        
        o_attr = one(o_ref).O_RTIDA[111].O_OIDA[110].O_ATTR[105]()
        l2.append(o_attr.Name)
        
    return l1, l2",The two lists of attributes which relates two classes in an association.,", l2 Returns the related attributes into a list of route IDs.",Returns the related_attributes of the related attributes in the permission.,40.26723231,43.44228115,41.85475673,,,,,,,,,
"summarize: def transform_describe(self, node, describes, context_variable):
        """"""
        

        """"""

        body = self.transform_describe_body(node.body, context_variable)
        return ast.ClassDef(
            name=""Test"" + describes.title(),
            bases=[ast.Name(id=""TestCase"", ctx=ast.Load())],
            keywords=[],
            starargs=None,
            kwargs=None,
            body=list(body),
            decorator_list=[],
        )",Transform a describe node into a ``TestCase``.,Transform a list of nodes to be in the transform.,Transform a transforming description into another decorator.,43.46203003,40.21182916,41.8369296,,,,,,,,,
"summarize: def download_csv(data, filename):
    """"""
    
    """"""
    assert_is_type(data, H2OFrame)
    assert_is_type(filename, str)
    url = h2oconn.make_url(""DownloadDataset"", 3) + ""?frame_id={}&hex_string=false"".format(data.frame_id)
    with open(filename, ""wb"") as f:
        f.write(urlopen()(url).read())",Download an H2O data set to a CSV file on the local disk.,return data Download a dataset file to a file.,return data Send one of the CSV file and its name.,45.13439799,38.40935987,41.77187893,,,,,,,,,
"summarize: def get_intervals(self, sort=False):
        """"""
        """"""
        for i in sorted(self.intervals) if sort else self.intervals:
            yield i",Give all the intervals or points.,yield i Shows the events intervals.,Gets the Itervals from a sort.,45.20768688,38.32483083,41.76625886,,,,,,,,,
"summarize: def ppoi_as_str(self):
        """"""""""""
        return ""%s__%s"" % (
            str(self.ppoi[0]).replace('.', '-'),
            str(self.ppoi[1]).replace('.', '-')
        )",Return PPOI value as a string.,Poi only only one as string.,Return a string of an actual poi.,37.16392821,46.04903669,41.60648245,,,,,,,,,
"summarize: def makeService(opts):
    """"""
    """"""
    ser = tainternet.TimerService(opts['frequency'], runProcess, opts['args'],
                                  opts['timeout'], opts['grace'], tireactor)
    ret = service.MultiService()
    ser.setName('scheduler')
    ser.setServiceParent(ret)
    heart.maybeAddHeart(ret)
    return ret",Make scheduler service,Makes a new service.,Return the service free of the scheduler search.,45.13645223,38.05313931,41.59479577,,,,,,,,,
"summarize: def check_messages(msgs, cmd, value=None):
    """"""

    """"""
    for msg in msgs:
        if value and msg.get(cmd) == value:
            return msg
        if not value and msg.get(cmd):
            return msg
    return None",Check if specific message is present.,Check messages for a given message.,Check if a valid value is a message instance.,38.19137301,44.90120798,41.5462905,,,,,,,,,
"summarize: def driver_for_path(path, drivers=None):
    """"""
    """"""
    ext = (os.path.splitext(path)[1][1:] or path).lower()
    drivers = drivers or ImageDriver.registry if ext else {}
    for name, meta in drivers.items():
        if ext == meta.get('DMD_EXTENSION', '').lower():
            return ImageDriver(name)
    return None",Returns the gdal.Driver for a path or None based on the file extension.,Returns the driver for a ImageDriver for a given filepath.,Returns the driversation for the given filename.,44.94769076,38.08973423,41.5187125,,,,,,,,,
"summarize: def str_variant(institute_id, case_name, variant_id):
    """"""""""""
    data = controllers.str_variant(store, institute_id, case_name, variant_id)
    return data",Display a specific STR variant.,Returns a string for a specific variant,Return a string of the variant.,47.0538143,35.85020889,41.4520116,,,,,,,,,
"summarize: def _get_template_abs_path(filename):
        """"""
        
        """"""
        if os.path.isabs(filename) and os.path.isfile(filename):
            return filename
        else:
            return os.path.join(os.getcwd(), filename)",Return a valid absolute path. filename can be relative or absolute.,Returns the template absolute path for the filename in the filename.,Returns a template filename from the creation of a filename.,48.04879508,34.81042073,41.42960791,,,,,,,,,
"summarize: def partition(condition, collection) -> Tuple[List, List]:
    """"""""""""
    succeed, fail = [], []

    for x in collection:
        if condition(x):
            succeed.append(x)
        else:
            fail.append(x)

    return succeed, fail",Partitions a list into two based on a condition.,Partition a list of indicators to a List.,Returns a list of condition.,47.90603497,34.93883453,41.42243475,,,,,,,,,
"summarize: def create_config_profile(msg_type):
    """"""
    
    """"""
    msg_type = msg_type.lower()

    if msg_type not in CONFIG.keys():
        raise UnsupportedMessageTypeError(msg_type)

    display_required_items(msg_type)

    if get_user_ack():
        profile_name = input(""Profile Name: "")
        data = get_data_from_user(msg_type)
        auth = get_auth_from_user(msg_type)
        configure_profile(msg_type, profile_name, data, auth)",Create a profile for the given message type.,Create a new profile for the specified Message.,"configure_access_token(msg_type, data, auth) return auth Create a single configuration.",64.1064387,18.41596264,41.26120067,,,,,,,,,
