input,target,gpt_prediction,mixed_model_prediction,gpt_smooth_bleu_score,mixed_model_smooth_bleu_score
"generate: From user input, grab the jenkins job name and saved it in g_failed_test_info_dict.  In addition, it will grab the jenkins url and the view name into g_jenkins_url, and  g_view_name.","def extract_job_build_url(url_string):
    """"""
    
    """"""
    global g_failed_test_info_dict
    global g_jenkins_url
    global g_view_name
    
    tempString = url_string.strip('/').split('/')

    if len(tempString) < 6:
        print ""Illegal URL resource address.\n""
        sys.exit(1)
        
    g_failed_test_info_dict[""1.jobName""] = tempString[6]
        
    g_jenkins_url = tempString[2]
    g_view_name = tempString[4]","def _generate_jenkins_url(jenkins_url, url, url, url, url, url_params): """""" """""" jenkins_url = url.rstrip('/') url_params = url.rstrip('/').split(""/') url_params = url_params.split('/')[-1] url_params = url_params.split(""/')[0] url_params = url_params.split(""/')[0] url_params = url_params.split(""/"")[0] url_params = url_params.split(""/"")[1] url_params = url_params.split(""/"")[0] url_params = url_params.split(""/"")[1] url_params = url_params.split(""/"")[0] url_params = url_params.split(""/"")[0] url_params = url_params.split(""/"")[0] url_params = url_params.split(""/"")[0] url_params = url_params.split(""/"")[1] url_params = url_params.split(""/"")[1] url_params = url_params.split(""/"")[1] url_params = url_params.split(""/"")[1] url_params =","def function_jenkins_url(self, user_name, save_dir=True): """""" """""" try: response = self._call_and_update(user_name, save_dir=save_dir, jenkins_url=self._jenkins_url, save_dir=save_dir) except Fault as e: if e.errno!= e.errno: raise e return None else: return response",13.25069842,21.60563447
generate: Base pprint for all functions and builtin functions.,"def _function_pprint(obj, p, cycle):
    """"""""""""
    if obj.__module__ in ('__builtin__', 'exceptions') or not obj.__module__:
        name = obj.__name__
    else:
        name = obj.__module__ + '.' + obj.__name__
    p.text('<function %s>' % name)","def func(self): """""""""""" func_methods = [] for func in self.func_methods: if func.__name__ == '__name__': func_methods.append(func) else: func_methods.append(func) return func_methods","def build_functions(self, query, function_ids): """""" """""" if function_ids: self._process_list(query, function_ids) else: self._process_list(query, function_ids)",26.20784786,22.08618232
generate: Context manager for recording interceptable executions onto a tape.,"def tape():
  """"""

  """"""
  tape_data = collections.OrderedDict({})

  def record(f, *args, **kwargs):
    """"""Records execution to a tape.""""""
    name = kwargs.get(""name"")
    output = interceptable(f)(*args, **kwargs)
    if name:
      tape_data[name] = output
    return output

  with interception(record):
    yield tape_data","def _interceptable_execution(self, execution_id): """""" """""" if execution_id in self.task_tasks: self.task_tasks[execution_id] = self.task_tasks[execution_id] else: self.task_tasks[execution_id] = self.task_tasks[execution_id]","def manager(self, target): """""" """""" target_data = self.get_target_data(target) if not target_data: return None if not target_data: return None if not isinstance(target, (target, target_data)): return target else: return target",22.20971981,24.71702126
generate: Return a dictionary of circuit properties.,"def properties(self):
        """"""""""""
        summary = {""size"": self.size(),
                   ""depth"": self.depth(),
                   ""width"": self.width(),
                   ""bits"": self.num_cbits(),
                   ""factors"": self.num_tensor_factors(),
                   ""operations"": self.count_ops()}
        return summary","def circuit(self, circuit=None, fields=None): """""" """""" self.circuit = circuit self.fields = fields self.fields = fields self.fields = fields self.fields = fields self.fields = fields return self","def get_properties(self, name): """""" """""" if name == 'properties' and name == 'properties' and not circuit_properties: return self.get_properties(self.properties, name) else: return self.get_properties(self.properties, name)",27.07389705,28.82082656
generate: Retrieve all cells from the spreadsheet.,"def get_cells(self):
        """"""""""""

        logger.info(""Retrieving all cells spreadsheet data ..."")
        logger.debug(""MozillaClub client calls API: %s"", self.base_url)
        raw_cells = self.fetch(self.base_url)

        return raw_cells.text","def cells(self): """""""""""" cells = [] for field in self.cells: if field == self.fields[field]: cells.append(field) return cells","def _clear_cells(self, spread_list): """""" """""" # All cells are cells from such cell cell for spread in spread_list: if spread not in self.spreadsheets: spread_list.append(spread) return spread_list",26.52594819,34.72352137
generate: Scans through a string for substrings matched some patterns.,"def matchall(text, patterns):
    """"""
    """"""

    ret = []
    for pattern in patterns:
        match = re.findall(pattern, text)
        ret += match

    return ret","def canvas_substrings(self, patterns): """""" """""" # Scans through the substrings matched. substrings = [] for pattern in patterns: substrings.append(pattern) return ''.join(substrings)","def scan_substrings(substrings, patterns, skip_patterns=(substrings, substrings))): """""" """""" pattern = substrings[substrings] for pattern in substrings: pattern.append(pattern) return pattern",43.11655219,36.10852134
generate: Return system CPU times as a namedtuple.,"def get_system_cpu_times():
    """"""""""""
    user, nice, system, idle = _psutil_osx.get_system_cpu_times()
    return _cputimes_ntuple(user, nice, system, idle)","def times_as_system_cpu_times(self): """""" """""" system_cpu_times = self.times_as_system_cpu_times return self.times_as_system_cpu_times","def get_system_times(self, cpu, datetime, cfg=None): """""" """""" if not cpu: cpu = self._get_cpu_system_times() if not cpu: cpu = cpu.get_cpu_system_time() if not cpu: cpu = cpu.get_cpu() if not cpu: return cpu if cpu: return cpu else: return cpu",49.08547458,32.25094154
generate: Annotate a function using information from its docstring.,"def docannotate(func):
    """"""
    """"""

    func = annotated(func)
    func.metadata.load_from_doc = True

    if func.decorated:
        return func

    func.decorated = True
    return decorate(func, _check_and_execute)","def get_function_utils(self, function, use_func=False): """""""""""" func = get_func(func) if not use_func: func = utils.get_function_utils(func) return func","def _information_to_docstring(docstring): """""""""""" func = docstring.strip() if func.endswith('_'): return func(docstring.strip()) else: return func(docstring.strip(), ""_"", ""_"", ""_"", ""_"")",33.78523786,33.02254918
generate: Event handler for the button click.,"def OnTimeToClose(self, evt):
        """"""""""""
        print(""See ya later!"")
        sys.stdout.flush()
        self.cleanup_consoles(evt)
        self.Close()
        # Not sure why, but our IPython kernel seems to prevent normal WX
        # shutdown, so an explicit exit() call is needed.
        sys.exit()","def event_handler(self, button, **kwargs): """""""""""" if button.button_id is not None: raise ValueError('button_id is not None or button_id is not None') if button.button_id is not None: return button.button_id else: return self.button_id","def event_handler(self, button): """""" """""" if not self.handler_handler: raise MissingAlreadyException(""Button %s"" % button) self.handler = button.event_handler(button) self.logger.error(""Dispatcher canceling button: %s"" % button)",22.00534245,23.24897903
"generate: Gets rid of args with value of None, as well as select keys.","def trim_args(kwds):
    """"""""""""
    reject_key = (""type"", ""types"", ""configure"")
    reject_val = (None, ())
    kwargs = {
        k: v for k, v in kwds.items() if k not in reject_key and v not in reject_val
    }
    for k, v in kwargs.items():
        if k in (""to"", ""cc"", ""bcc"", ""attachments""):
            kwargs[k] = list(kwargs[k])
    return kwargs","def get_rid(self, key, select_key=None): """""""""""" if not self.rid: raise ValueError('{} is not a rid of rid'.format(key)) rid = self.get_rid(key) if rid is None: raise ValueError('{} is not a rid of rid'.format(key)) rid_key = self.get_rid(key) if rid_key is not None: rid_key = self.get_rid(key) return rid_key","def get_rid_key_list(self, key_list, classes): """""" """""" if isinstance(key_list, list): key_list = [key_list[key] for key in key_list] elif isinstance(key_list, list): key_list = [key] else: key_list = [key] return {k: v for k, v in key_list}",24.1702626,25.59143306
