input,target,predicted,bleu_score
"summarize: def _update_from_raw_data(self, raw_data, data_type_id=None, name=None,
                             description=None):
        """"""
        
        """"""
        _not_none('raw_data', raw_data)

        if data_type_id is None:
            data_type_id = self.data_type_id
        if name is None:
            name = self.name
        if description is None:
            description = self.description

        self._upload_and_refresh(raw_data, data_type_id, name, description)",Upload already serialized raw data and replace the existing dataset.,"s the a an of to from for and in_.].'].').'),'))'])()) ))))))))),),.,)[[-[::():()):): ):NoneFalseTruedfcolumnsshapesizeidpathindexgetGet",10.631310230108653
"summarize: def validate_id(request):
    """"""""""""

    if 'id' in request:
        correct_id = isinstance(
            request['id'],
            (string_types, int, None),
        )
        error = 'Incorrect identifier'
        assert correct_id, error",Validate request id.,s to for and the a an of in_.._.__TrueFalseNone6354environmodulesargv argv08040203 16 24 1000 60 100 8 7 5 9 32 widthwidthheightlengthmaxminbr,15.113208900747699
"summarize: def get_feature_data(self, ids=None, features=None, dense=True):
        """""" 
        """"""
        result = self.data

        if ids is not None:
            result = result.ix[ids]

        if features is not None:
            result = result.ix[:, features]

        return result.to_dense() if dense else result",Slices and returns a subset of feature data.,"s and in to a the an of from for_.].]])'])'))()) )))))))])))])),)),)):):()::! by with all this or is ==!= < <= / | &[:,[",9.584938074342945
"summarize: def generate_signature(payload, secret):
    ''''''
    payload = _encode(payload)
    secret = _encode(secret)
    return hmac.new(secret, digestmod=hashlib.sha256,
                    msg=payload).hexdigest()",use an endpoint specific payload and client secret to generate  a signature for the request,"s the a an of to from for and in_.().].'].').'),'))'])()) )))))])]))]),],'],']']:():: or is > <!= == >= <= / +nnumnameid",16.224807437653112
"summarize: def initialize(self, params, qubits):
    """"""""""""
    if isinstance(qubits, QuantumRegister):
        qubits = qubits[:]
    else:
        qubits = _convert_to_bits([qubits], [qbit for qreg in self.qregs for qbit in qreg])[0]
    return self.append(Initialize(params), qubits)",Apply initialize to circuit.,"=_ a. thesname to for of all from Retrieve((' ( [initeSetzesCalculate None value data, and'-'"""" through ParsesficiencysummarizeRunstledrers correspondingAddUpdatemodel tapeReturnsBuild",5.022095004463583
"summarize: def parse_issues(raw_page):
        """"""
        """"""
        raw_issues = json.loads(raw_page)
        issues = raw_issues['issues']
        for issue in issues:
            yield issue",Parse a JIRA API raw response.,s the a an of in to for and or from status response r p llheadlinkslinktagelementmnnumdirnamepathstring236NoneFalseTrueforce force allow include skipskipmergeencodedecodeitemself,6.786179553259107
"summarize: def dedent(ind, text):
    """"""
    
    """"""
    text2 = textwrap.dedent(text)
    if ind == 0:
        return text2
    indent_str = "" "" * ind
    return ""\n"".join(indent_str + line for line in text2.split(""\n""))",Dedent text to the specific indentation level.,"=_ and a.s thename to for of in all default Retrieve (('(_Calculate None get this anA,'""""zesficiency summarize throughlourSetRunsAdd():-':Createrers corresponding /",7.225884577070466
"summarize: def get_matching_kwargs(func, kwargs):
    """"""""""""
    args, uses_startstar = _get_argspec(func)
    if uses_startstar:
        return kwargs.copy()
    else:
        matching_kwargs = dict((k, kwargs[k]) for k in args if k in kwargs)
        return matching_kwargs",Takes a function and keyword arguments and returns the ones that can be passed.,"=_ a fors thename-. to all from Retrieve ( ( and of'""""Calculatezes mographyrersAdd throughsummarizemidtSetRunscreateGet get this, or in anokies Nonelicies ioctlReturnsUpdate corresponding",14.819464421192126
"summarize: def  add_block_lines( self ):
        """"""""""""
        if self.lines != []:
            block = SourceBlock( self, self.filename, self.lineno, self.lines )

            self.blocks.append( block )
            self.format = None
            self.lines  = []",add the current accumulated lines and create a new block,"=_ a thes and to all from of. ' Retrieve Calculate None(_('( ( else in'selfkey- withzesokiesRunsliciessummarize through,nameC forficiency ReturnsUpdateTakeSet representingmidtAdd",12.090527515629821
"summarize: def history(self, *bug_ids):
        """"""
        """"""
        resource = urijoin(self.RBUG, bug_ids[0], self.RHISTORY)

        params = {
            self.PIDS: bug_ids
        }

        response = self.call(resource, params)

        return response",Get the history of the given bugs.,"s the to for and a an of from in_.].]:]]]]:],]),]))])'))'])()) )))))])}))}},}}.!: or is == > < <= / + += -= =",7.2059401565183645
"summarize: def delete_channel(self, channel_name, project_name, dataset_name):
        """"""
        
        """"""
        return self.resources.delete_channel(channel_name, project_name,
                                             dataset_name)","Deletes a channel given its name, name of its project    , and name of its dataset.","=_ the and s'of a. to in forRetrieve( ((' through all fromCon CalculateAddsummarize NoneRunsimlaneSetrers """"""""""""format self'-is isL, anzes ioctl viclicieskwargs",9.054062460899495
"summarize: def get_step_name(self, index: int) -> str:
        """"""
        
        """"""
        step_name = self._steps[index].__qualname__

        if not step_name or "">"" in step_name :
            step_name = f""Step{index + 1}of{len(self._steps)}""

        return step_name",Give the waterfall step a unique name,"s and for in to a the an of_.yltnnummaxminos os syssysargvparts parts part chunk block break continue pass )))))))()))'))]))]),],]::!Pool class def",5.29401898807841
"summarize: def surface_to_element_sets(self, tag):
    """"""
    
    """"""
    surface = self.elements.surfaces[tag]
    for findex in surface.keys():
      if surface[findex].sum() != 0:
        self.elements[(""sets"", ""_SURF_{0}_FACE{1}""
                     .format(tag, findex[1:]), """")] = surface[findex]",Creates elements sets corresponding to a surface.,"s to a the and or for an of from in_.().].'].').'),),)),)])))) )())])'])'))])) componentaYear smtp asemanip Nb Rdquired vpnalarm"""": shutit G self `",8.43675472338522
"summarize: def _send_post_request(self, path, data, headers):
        """"""
        
        """"""

        r = requests.post(self.endpoint + path, data=data, headers=headers)
        return r.text",Sends the POST request to the Route53 endpoint.,s to for and the a an of in_.._.__intfloatNoneFalseTruenpossys syspathnameinfodebugwarningexceptionfutureresponserequestpostsubsearchfullfilteralloneings,10.884028824772193
"summarize: def _update_proxy(self, change):
        """""" 
        """"""
        #: Try default handler
        if change['type'] == 'update' and self.proxy_is_active:
            handler = getattr(self.proxy, 'set_' + change['name'], None)
            if handler is not None:
                handler(change['value'])
            else:
                self.proxy.set_attribute(change['name'], change['value'])
            self._notify_modified(change)",Update the proxy widget when the Widget data    changes.,"=_. the to a an of allsself Retrieve((' ( valid data,- not CalculatesummarizeAdd through for from and or on in'The0 args NoneRunsficiencyzesParses associatedSetmographyUpdate /",11.037272852834581
"summarize: def album_tracks(self, spotify_id, limit=20, offset=0, market='US'):
        """"""
        """"""
        route = Route('GET', '/albums/{spotify_id}/tracks', spotify_id=spotify_id)
        payload = {'limit': limit, 'offset': offset}

        if market:
            payload['market'] = market

        return self.request(route, params=payload)",Get an albums tracks by an ID.,s and the a an of to for in_.._.__['[[-[:([ [ [] {} {{=[=(=- is,7.41425648333344
"summarize: def current_state(self, session=None):
        """"""
        
        """"""
        TI = TaskInstance
        ti = session.query(TI).filter(
            TI.dag_id == self.dag_id,
            TI.task_id == self.task_id,
            TI.execution_date == self.execution_date,
        ).all()
        if ti:
            state = ti[0].state
        else:
            state = None
        return state","Get the very latest state from the database, if a session is passed,    we use and looking up the state becomes part of the session, otherwise    a new session is used.","s the a an of to from for and in_.].'].').'),'))'])()) ))))))))),),.,],'],']']:():: processing another its correct boolean multiple iterablewrberrorwarningexceptiondebuginfo",21.127999762556552
"summarize: def map(self, key, func, *args, **kwargs):
        """"""
        """"""
        self._map.append((key, partial(func, *args, **kwargs)))",Creates a key-function mapping.,"timefile_ a s the and in for to allparam CalculateRetrieve licies( ( self. of'""""okiessummarizeRunssivelyAdd None throughSetrerszesUpdatemography associated()::):,-self that",8.131152762128975
"summarize: def value(self):
    """"""""""""
    if self._value is None:
      try:
        self._value = self.distribution.sample(self.sample_shape_tensor())
      except NotImplementedError:
        raise NotImplementedError(
            ""sample is not implemented for {0}. You must either pass in the ""
            ""value argument or implement sample for {0}.""
            .format(self.distribution.__class__.__name__))
    return self._value",Get tensor that the random variable corresponds to.,"=_ a. thesname to for allparam ((' ( [Retrieve Runs None get this, of- and'""""Calculate throughAdd correspondingmodelzessummarizePrepareSet(): about (_|kwargsformat self",14.874769736773022
"summarize: def draw(self):
        """"""
        
        """"""
        if not self.visible:
            # Simple visibility check, has to be tested to see if it works properly
            return
        
        if not isinstance(self.submenu,Container):
            glEnable(GL_SCISSOR_TEST)
            glScissor(*self.pos+self.size)
        
        SubMenu.draw(self)
        
        if not isinstance(self.submenu,Container):
            glDisable(GL_SCISSOR_TEST)",Draws the submenu and its background.        Note that this leaves the OpenGL state set to 2d drawing and may modify the scissor settings.,"=_. to thesidname '('( ( type an of a in andThekey with by or on,-AddNone forbuild thatTruecheck check is from all None='kwargsmoduleformat c not",17.456871804319253
